"id","temp","humidity","c_on"
"410","26.4","72.6","2019-01-26 13:37:20.817112"
"411","26.5","72.5","2019-01-26 13:37:21.559079"
"412","26.4","72.4","2019-01-26 13:37:22.267319"
"413","26.4","72.3","2019-01-26 13:37:22.983054"
"414","26.5","72.4","2019-01-26 13:37:25.246056"
"415","26.4","72.3","2019-01-26 13:37:25.955979"
"416","26.4","72.4","2019-01-26 13:37:26.683401"
"417","26.5","72.4","2019-01-26 13:37:27.694049"
"418","26.4","72.6","2019-01-26 13:37:30.972968"
"419","26.5","73.1","2019-01-26 13:37:31.770979"
"420","26.4","73","2019-01-26 13:37:32.522336"
"421","26.5","73.1","2019-01-26 13:37:35.790754"
"422","26.5","73.3","2019-01-26 13:37:36.504218"
"423","26.5","73.2","2019-01-26 13:37:37.434721"
"424","26.5","73","2019-01-26 13:37:38.141463"
"425","26.5","72.7","2019-01-26 13:37:43.977017"
"426","26.5","72.8","2019-01-26 13:37:45.558136"
"427","26.5","72.7","2019-01-26 13:37:47.881197"
"428","26.5","72.6","2019-01-26 13:37:53.217834"
"429","26.5","73.2","2019-01-26 13:37:53.914353"
"430","26.5","74.3","2019-01-26 13:37:54.632686"
"431","26.5","73.9","2019-01-26 13:37:57.909942"
"432","26.5","73.5","2019-01-26 13:37:58.615963"
"433","26.6","73.6","2019-01-26 13:38:02.332003"
"434","26.6","74.1","2019-01-26 13:38:04.661606"
"435","26.5","73.9","2019-01-26 13:38:05.387131"
"436","26.5","73.7","2019-01-26 13:38:06.101579"
"437","26.6","73.7","2019-01-26 13:38:07.634467"
"438","26.6","74.2","2019-01-26 13:38:09.785302"
"439","24.5","60.2","2019-01-26 14:15:56.424021"
"440","24.5","60.5","2019-01-26 14:15:57.099864"
"441","24.5","60.6","2019-01-26 14:15:57.802305"
"442","24.4","60.6","2019-01-26 14:15:58.618367"
"443","24.5","60.7","2019-01-26 14:16:04.876108"
"444","24.4","60.5","2019-01-26 14:16:05.594468"
"445","24.4","60.4","2019-01-26 14:16:06.295429"
"446","24.5","60.4","2019-01-26 14:16:07.522626"
"447","24.4","60.4","2019-01-26 14:16:08.219400"
"448","24.4","65.5","2019-01-26 14:20:38.798333"
"449","24.4","65.7","2019-01-26 14:20:47.589837"
"450","24.4","65.8","2019-01-26 14:20:48.372712"
"451","24.4","65.7","2019-01-26 14:21:00.433509"
"452","24.4","65.6","2019-01-26 14:21:03.239416"
"453","24.4","65.7","2019-01-26 14:21:10.145491"
"454","24.4","65.6","2019-01-26 14:21:11.382439"
"455","24.4","65.5","2019-01-26 14:21:13.988534"
"456","24.5","65.5","2019-01-26 14:21:18.831929"
"457","24.4","65.4","2019-01-26 14:21:19.613324"
"458","24.4","65.5","2019-01-26 14:21:20.828354"
"459","24.5","65.5","2019-01-26 14:21:22.123301"
"460","24.4","65.4","2019-01-26 14:21:22.906663"
"461","24.5","65.4","2019-01-26 14:21:24.670437"
"462","24.4","65.3","2019-01-26 14:21:25.369742"
"463","24.5","65.3","2019-01-26 14:21:29.142875"
"464","24.5","65.2","2019-01-26 14:21:29.859142"
"465","24.5","65.1","2019-01-26 14:21:33.627782"
"466","24.5","65","2019-01-26 14:21:34.355301"
"467","24.5","64.9","2019-01-26 14:21:35.079259"
"468","24.5","64.8","2019-01-26 14:21:36.343870"
"469","24.5","64.7","2019-01-26 14:21:41.857146"
"470","24.5","64.6","2019-01-26 14:21:44.626125"
"471","24.5","64.5","2019-01-26 14:21:48.783497"
"472","24.5","64.4","2019-01-26 14:21:49.975111"
"473","24.5","64.3","2019-01-26 14:21:51.812224"
"474","24.5","64.2","2019-01-26 14:21:55.152427"
"475","24.5","64.3","2019-01-26 14:21:59.943067"
"476","24.5","64.4","2019-01-26 14:22:01.815938"
"477","24.6","64.6","2019-01-26 14:22:04.206468"
"478","24.5","64.5","2019-01-26 14:22:05.410186"
"479","24.6","64.6","2019-01-26 14:22:09.155295"
"480","24.6","63","2019-01-26 14:25:49.400415"
"481","24.6","62.9","2019-01-26 14:25:55.601279"
"482","24.5","62.8","2019-01-26 14:26:20.393229"
"483","24.6","62.8","2019-01-26 14:26:21.205820"
"484","24.6","63","2019-01-26 14:26:24.944801"
"485","24.5","62.9","2019-01-26 14:26:25.592767"
"486","24.6","63","2019-01-26 14:26:26.245004"
"487","24.5","62.9","2019-01-26 14:26:32.070363"
"488","24.6","62.9","2019-01-26 14:26:35.429289"
"489","24.6","63","2019-01-26 14:26:36.147112"
"490","24.5","62.9","2019-01-26 14:26:40.427028"
"491","24.6","63","2019-01-26 14:26:41.680488"
"492","24.6","62.8","2019-01-26 14:26:45.062642"
"493","24.6","63","2019-01-26 14:26:45.734754"
"494","24.5","62.8","2019-01-26 14:26:46.423364"
"495","24.6","62.9","2019-01-26 14:26:47.639725"
"496","24.5","62.8","2019-01-26 14:26:48.419207"
"497","24.6","62.9","2019-01-26 14:26:51.616794"
"498","24.6","62.8","2019-01-26 14:26:56.443557"
"499","24.5","62.8","2019-01-26 14:26:57.247440"
"500","24.6","62.8","2019-01-26 14:27:00.525220"
"501","24.6","62.7","2019-01-26 14:27:06.260780"
"502","24.6","62.8","2019-01-26 14:27:07.027490"
"503","24.6","62.7","2019-01-26 14:27:07.706277"
"504","24.5","62.7","2019-01-26 14:27:13.447527"
"505","24.6","62.7","2019-01-26 14:27:16.757515"
"506","24.5","62.6","2019-01-26 14:27:19.959203"
"507","24.5","62.7","2019-01-26 14:27:20.700579"
"508","24.5","62.6","2019-01-26 14:27:21.412023"
"509","24.5","62.7","2019-01-26 14:27:22.638435"
"510","24.5","62.6","2019-01-26 14:27:23.361998"
"511","24.6","62.7","2019-01-26 14:27:26.570462"
"512","24.5","62.7","2019-01-26 14:27:30.047912"
"513","24.6","62.7","2019-01-26 14:27:30.756680"
"514","24.5","62.6","2019-01-26 14:27:31.439743"
"515","24.5","62.5","2019-01-26 14:27:36.770506"
"516","24.5","62.6","2019-01-26 14:27:37.490195"
"517","24.5","62.5","2019-01-26 14:27:38.239896"
"518","24.5","62.6","2019-01-26 14:27:51.406506"
"519","24.5","62.5","2019-01-26 14:27:53.459500"
"520","24.5","62.6","2019-01-26 14:27:58.241462"
"521","24.5","62.5","2019-01-26 14:28:01.554512"
"522","24.5","62.6","2019-01-26 14:28:02.689328"
"523","24.5","62.7","2019-01-26 14:28:04.219341"
"524","24.5","62.5","2019-01-26 14:28:07.684102"
"525","24.5","62.6","2019-01-26 14:28:08.418378"
"526","24.5","62.5","2019-01-26 14:28:13.233647"
"527","24.5","62.6","2019-01-26 14:28:14.049373"
"528","24.5","62.5","2019-01-26 14:28:14.770739"
"529","24.5","62.6","2019-01-26 14:28:18.516167"
"530","24.5","62.7","2019-01-26 14:28:23.451570"
"531","24.5","62.6","2019-01-26 14:28:24.133070"
"532","24.5","62.7","2019-01-26 14:28:24.824945"
"533","24.5","62.6","2019-01-26 14:28:28.081152"
"534","24.5","62.7","2019-01-26 14:28:28.794019"
"535","24.5","62.8","2019-01-26 14:28:38.862354"
"536","24.5","62.9","2019-01-26 14:28:47.765499"
"537","24.5","63","2019-01-26 14:28:48.964419"
"538","24.5","62.9","2019-01-26 14:28:49.787070"
"539","24.5","63","2019-01-26 14:28:53.576027"
"540","24.5","62.9","2019-01-26 14:28:57.313139"
"541","24.5","63","2019-01-26 14:28:58.171241"
"542","24.5","62.9","2019-01-26 14:28:59.053219"
"543","24.5","63","2019-01-26 14:29:00.848844"
"544","24.5","62.9","2019-01-26 14:29:01.539539"
"545","24.5","62.8","2019-01-26 14:29:08.927304"
"546","24.5","62.9","2019-01-26 14:29:09.651895"
"547","24.5","62.8","2019-01-26 14:29:29.393092"
"548","24.5","62.9","2019-01-26 14:29:30.159058"
"549","24.5","62.8","2019-01-26 14:29:30.850650"
"550","24.5","62.9","2019-01-26 14:29:44.395026"
"551","24.5","62.8","2019-01-26 14:29:50.289289"
"552","24.5","62.9","2019-01-26 14:29:51.106191"
"553","24.5","62.8","2019-01-26 14:29:51.848522"
"554","24.5","62.9","2019-01-26 14:29:54.642374"
"555","24.5","62.8","2019-01-26 14:29:55.321460"
"556","24.5","62.9","2019-01-26 14:30:00.135887"
"557","24.5","62.8","2019-01-26 14:30:00.928393"
"558","24.5","62.9","2019-01-26 14:30:10.999342"
"559","24.5","62.8","2019-01-26 14:30:12.304342"
"560","24.5","62.9","2019-01-26 14:30:13.085845"
"561","24.5","62.8","2019-01-26 14:30:13.777952"
"562","24.5","62.9","2019-01-26 14:30:14.462167"
"563","24.5","63","2019-01-26 14:30:21.380209"
"564","24.5","63.1","2019-01-26 14:30:25.211308"
"565","24.5","63.2","2019-01-26 14:30:35.241634"
"566","24.5","63.1","2019-01-26 14:30:38.530186"
"567","24.5","63.4","2019-01-26 14:31:10.650465"
"568","24.5","63.5","2019-01-26 14:31:11.499028"
"569","24.5","63.4","2019-01-26 14:31:13.334307"
"570","24.5","63.5","2019-01-26 14:31:14.001289"
"571","24.5","63.4","2019-01-26 14:31:19.400621"
"572","24.5","63.5","2019-01-26 14:31:20.802873"
"573","24.5","63.4","2019-01-26 14:31:22.058771"
"574","24.5","63.5","2019-01-26 14:31:22.845414"
"575","24.5","63.4","2019-01-26 14:31:23.617301"
"576","24.5","63.5","2019-01-26 14:31:32.488589"
"577","24.5","63.4","2019-01-26 14:31:40.589542"
"578","24.5","63.5","2019-01-26 14:31:43.838954"
"579","24.5","63.6","2019-01-26 14:31:49.577736"
"580","24.5","63.5","2019-01-26 14:31:58.385966"
"581","24.5","63.4","2019-01-26 14:32:06.399942"
"582","24.5","63.2","2019-01-26 14:32:22.672076"
"583","24.5","63.4","2019-01-26 14:32:23.492381"
"584","24.5","63.3","2019-01-26 14:32:24.159926"
"585","24.5","63.4","2019-01-26 14:32:36.047806"
"586","24.5","63.3","2019-01-26 14:32:43.462632"
"587","24.5","63.4","2019-01-26 14:32:49.613749"
"588","24.5","63.3","2019-01-26 14:33:14.916430"
"589","24.5","63.4","2019-01-26 14:33:15.583755"
"590","24.5","63.3","2019-01-26 14:33:24.527579"
"591","24.5","63.4","2019-01-26 14:33:27.983628"
"592","24.5","63.4","2019-01-26 14:33:33.433471"
"593","24.5","63.6","2019-01-26 14:33:38.750389"
"594","24.5","63.6","2019-01-26 14:33:39.285484"
"595","24.5","63.7","2019-01-26 14:33:45.101103"
"596","24.4","63.6","2019-01-26 14:33:51.257183"
"597","24.5","63.7","2019-01-26 14:33:52.178801"
"598","24.4","63.5","2019-01-26 14:33:55.913999"
"599","24.5","63.6","2019-01-26 14:33:59.229170"
"600","24.4","63.6","2019-01-26 14:34:02.522686"
"601","24.5","63.7","2019-01-26 14:34:03.186675"
"602","24.4","63.5","2019-01-26 14:34:03.958396"
"603","24.5","63.6","2019-01-26 14:34:04.676334"
"604","24.4","63.5","2019-01-26 14:34:05.397266"
"605","24.5","63.6","2019-01-26 14:34:08.617415"
"606","24.5","63.7","2019-01-26 14:34:09.362446"
"607","24.4","63.5","2019-01-26 14:34:10.142483"
"608","24.5","63.6","2019-01-26 14:34:10.856554"
"609","24.5","63.5","2019-01-26 14:34:14.704431"
"610","24.5","63.6","2019-01-26 14:34:15.364874"
"611","24.5","63.7","2019-01-26 14:34:21.199513"
"612","24.4","63.5","2019-01-26 14:34:22.531846"
"613","24.5","63.5","2019-01-26 14:34:24.456112"
"614","24.5","63.6","2019-01-26 14:34:26.013504"
"615","24.5","63.7","2019-01-26 14:34:33.011017"
"616","24.5","63.6","2019-01-26 14:34:36.414450"
"617","24.4","63.5","2019-01-26 14:34:48.401826"
"618","24.5","63.6","2019-01-26 14:34:49.173867"
"619","24.5","63.7","2019-01-26 14:34:59.529783"
"620","24.5","63.6","2019-01-26 14:35:07.857359"
"621","24.5","63.7","2019-01-26 14:35:08.639116"
"622","24.5","64.3","2019-01-26 14:36:05.116338"
"623","24.5","64.4","2019-01-26 14:36:05.983362"
"624","24.5","64.5","2019-01-26 14:36:06.719997"
"625","24.5","64.4","2019-01-26 14:36:07.483905"
"626","24.5","64.5","2019-01-26 14:36:08.271648"
"627","24.5","64.4","2019-01-26 14:36:08.979433"
"628","24.4","64.4","2019-01-26 14:36:09.814603"
"629","24.5","64.4","2019-01-26 14:36:10.588614"
"630","24.5","64.3","2019-01-26 14:36:16.479188"
"631","24.4","64.2","2019-01-26 14:36:17.970189"
"632","24.5","64.3","2019-01-26 14:36:18.801450"
"633","24.5","64.2","2019-01-26 14:36:22.096890"
"634","24.5","64.3","2019-01-26 14:36:49.654526"
"635","24.5","64.4","2019-01-26 14:36:54.595512"
"636","24.5","64.5","2019-01-26 14:36:55.281328"
"637","24.5","64.6","2019-01-26 14:37:02.240069"
"638","24.5","64.5","2019-01-26 14:37:06.600262"
"639","24.5","64.6","2019-01-26 14:37:09.905090"
"640","24.5","64.7","2019-01-26 14:37:17.206945"
"641","24.5","64.6","2019-01-26 14:37:22.753008"
"642","24.5","64.7","2019-01-26 14:37:39.418156"
"643","24.5","64.6","2019-01-26 14:37:42.682285"
"644","24.5","64.7","2019-01-26 14:37:43.434471"
"645","24.5","64.8","2019-01-26 14:37:49.351706"
"646","24.5","64.7","2019-01-26 14:37:54.777284"
"647","24.5","64.8","2019-01-26 14:38:02.758976"
"648","24.5","64.7","2019-01-26 14:38:03.969839"
"649","24.5","64.6","2019-01-26 14:38:16.154507"
"650","24.5","64.5","2019-01-26 14:38:19.563964"
"651","24.5","64.6","2019-01-26 14:38:20.356778"
"652","24.6","64.8","2019-01-26 14:38:32.041856"
"653","24.5","64.6","2019-01-26 14:38:35.426955"
"654","24.6","64.6","2019-01-26 14:38:39.732800"
"655","24.5","64.6","2019-01-26 14:38:40.537954"
"656","24.6","64.6","2019-01-26 14:38:41.278028"
"657","24.5","64.6","2019-01-26 14:38:41.970453"
"658","24.6","64.7","2019-01-26 14:38:42.705367"
"659","24.5","64.6","2019-01-26 14:38:43.416140"
"660","24.5","64.5","2019-01-26 14:38:44.640306"
"661","24.6","64.6","2019-01-26 14:38:45.848160"
"662","24.5","64.4","2019-01-26 14:38:49.052515"
"663","24.6","64.6","2019-01-26 14:38:49.762689"
"664","24.5","64.5","2019-01-26 14:38:51.098132"
"665","24.5","65.1","2019-01-26 14:38:52.221877"
"666","24.5","64.5","2019-01-26 14:38:53.140914"
"667","24.6","64.6","2019-01-26 14:38:53.862390"
"668","24.5","64.5","2019-01-26 14:38:54.573288"
"669","24.6","64.5","2019-01-26 14:38:55.801917"
"670","24.5","64.5","2019-01-26 14:38:56.631613"
"671","24.6","64.5","2019-01-26 14:38:57.337935"
"672","24.6","64.6","2019-01-26 14:39:01.088017"
"673","24.5","64.5","2019-01-26 14:39:01.850323"
"674","24.6","64.5","2019-01-26 14:39:05.139595"
"675","24.5","64.5","2019-01-26 14:39:06.953035"
"676","24.6","64.5","2019-01-26 14:39:07.685152"
"677","24.6","64.7","2019-01-26 14:39:16.084082"
"678","24.5","64.6","2019-01-26 14:39:20.998486"
"679","24.6","64.7","2019-01-26 14:39:21.818398"
"680","24.5","64.7","2019-01-26 14:39:23.664220"
"681","24.6","64.8","2019-01-26 14:39:27.929310"
"682","24.6","64.9","2019-01-26 14:39:31.797859"
"683","24.5","64.8","2019-01-26 14:39:33.542032"
"684","24.6","64.9","2019-01-26 14:39:34.824983"
"685","24.5","64.8","2019-01-26 14:39:35.642479"
"686","24.6","64.9","2019-01-26 14:39:36.367731"
"687","24.5","64.8","2019-01-26 14:39:37.051049"
"688","24.6","64.9","2019-01-26 14:39:40.866170"
"689","24.6","64.8","2019-01-26 14:39:47.215443"
"690","24.5","64.7","2019-01-26 14:39:51.112594"
"691","24.6","64.7","2019-01-26 14:39:51.820222"
"692","24.5","64.6","2019-01-26 14:39:54.093991"
"693","24.6","64.7","2019-01-26 14:39:54.788676"
"694","24.6","64.6","2019-01-26 14:40:05.340426"
"695","24.6","64.7","2019-01-26 14:40:12.199209"
"696","24.6","64.6","2019-01-26 14:40:15.524106"
"697","24.6","64.5","2019-01-26 14:40:26.433077"
"698","24.6","64.4","2019-01-26 14:40:32.481837"
"699","24.6","64.5","2019-01-26 14:40:33.302075"
"700","24.6","64.4","2019-01-26 14:40:38.802074"
"701","24.6","64.5","2019-01-26 14:40:46.301205"
"702","24.6","64.4","2019-01-26 14:40:47.127371"
"703","24.6","64.5","2019-01-26 14:40:47.838266"
"704","24.6","64.4","2019-01-26 14:40:49.168122"
"705","24.6","64.5","2019-01-26 14:40:49.971773"
"706","24.6","64.4","2019-01-26 14:40:53.241524"
"707","24.6","64.5","2019-01-26 14:40:53.953151"
"708","24.6","64.4","2019-01-26 14:40:54.697330"
"709","24.6","64.5","2019-01-26 14:40:55.519588"
"710","24.6","64.4","2019-01-26 14:40:56.336136"
"711","24.6","64.5","2019-01-26 14:41:03.916460"
"712","24.6","64.4","2019-01-26 14:41:09.748825"
"713","24.6","64.5","2019-01-26 14:41:14.125920"
"714","24.6","64.4","2019-01-26 14:41:17.663737"
"715","24.6","64.5","2019-01-26 14:41:19.516715"
"716","24.6","64.4","2019-01-26 14:41:20.413797"
"717","24.6","64.5","2019-01-26 14:41:33.097909"
"718","24.6","64.4","2019-01-26 14:41:33.891260"
"719","24.6","64.6","2019-01-26 14:41:34.635019"
"720","24.6","64.5","2019-01-26 14:41:37.915686"
"721","24.6","64.6","2019-01-26 14:41:44.243429"
"722","24.6","64.5","2019-01-26 14:41:45.511883"
"723","24.6","64.6","2019-01-26 14:41:46.298960"
"724","24.6","64.5","2019-01-26 14:41:54.288936"
"725","24.6","64.7","2019-01-26 14:41:55.094539"
"726","24.6","64.6","2019-01-26 14:41:55.850827"
"727","24.6","64.7","2019-01-26 14:41:56.525941"
"728","24.6","64.6","2019-01-26 14:42:10.148957"
"729","24.6","64.7","2019-01-26 14:42:10.985540"
"730","24.6","64.5","2019-01-26 14:42:14.260374"
"731","24.6","64.7","2019-01-26 14:42:14.983585"
"732","24.6","64.6","2019-01-26 14:42:15.688231"
"733","24.6","64.7","2019-01-26 14:42:20.496977"
"734","24.6","64.6","2019-01-26 14:42:21.199700"
"735","24.6","64.7","2019-01-26 14:42:22.452101"
"736","24.6","64.6","2019-01-26 14:42:23.232083"
"737","24.6","64.7","2019-01-26 14:42:25.514019"
"738","24.6","64.6","2019-01-26 14:42:27.248490"
"739","24.6","64.7","2019-01-26 14:42:35.868909"
"740","24.6","64.6","2019-01-26 14:42:45.488762"
"741","24.6","64.7","2019-01-26 14:42:46.437071"
"742","24.6","64.8","2019-01-26 14:42:50.926721"
"743","24.6","64.7","2019-01-26 14:42:51.954178"
"744","24.6","64.8","2019-01-26 14:42:52.972310"
"745","24.6","64.7","2019-01-26 14:42:55.021219"
"746","24.6","64.8","2019-01-26 14:42:58.299478"
"747","24.6","64.7","2019-01-26 14:43:04.160197"
"748","24.6","64.6","2019-01-26 14:43:23.363566"
"749","24.6","64.5","2019-01-26 14:43:26.664794"
"750","24.6","64.7","2019-01-26 14:43:27.383157"
"751","24.6","64.6","2019-01-26 14:43:28.071385"
"752","24.7","64.7","2019-01-26 14:43:33.783780"
"753","24.6","64.7","2019-01-26 14:43:37.211330"
"754","24.6","64.6","2019-01-26 14:43:38.521163"
"755","24.6","64.7","2019-01-26 14:43:41.968850"
"756","24.7","64.8","2019-01-26 14:43:50.421112"
"757","24.6","64.7","2019-01-26 14:43:51.131325"
"758","24.7","64.8","2019-01-26 14:44:07.933157"
"759","24.7","64.7","2019-01-26 14:44:09.258475"
"760","24.6","64.7","2019-01-26 14:44:10.079098"
"761","24.6","64.6","2019-01-26 14:44:16.944051"
"762","24.6","64.7","2019-01-26 14:44:18.562898"
"763","24.7","64.8","2019-01-26 14:44:19.399260"
"764","24.6","64.8","2019-01-26 14:44:20.115736"
"765","24.6","64.7","2019-01-26 14:44:20.827837"
"766","24.6","64.8","2019-01-26 14:44:21.861072"
"767","24.7","64.8","2019-01-26 14:44:22.776741"
"768","24.6","64.8","2019-01-26 14:44:23.487264"
"769","24.7","64.9","2019-01-26 14:44:28.950665"
"770","24.6","64.8","2019-01-26 14:44:29.823862"
"771","24.7","64.9","2019-01-26 14:44:30.483412"
"772","24.6","64.8","2019-01-26 14:44:31.274638"
"773","24.6","64.9","2019-01-26 14:44:34.588588"
"774","24.7","65","2019-01-26 14:44:38.862178"
"775","24.6","64.9","2019-01-26 14:44:39.678412"
"776","24.7","64.9","2019-01-26 14:44:51.142489"
"777","24.6","64.9","2019-01-26 14:44:52.983235"
"778","24.6","64.8","2019-01-26 14:44:54.620939"
"779","24.6","64.9","2019-01-26 14:44:55.348429"
"780","24.6","64.8","2019-01-26 14:45:00.767999"
"781","24.7","64.9","2019-01-26 14:45:01.588921"
"782","24.6","64.8","2019-01-26 14:45:03.477252"
"783","24.6","64.9","2019-01-26 14:45:04.203023"
"784","24.6","64.8","2019-01-26 14:45:06.088423"
"785","24.7","64.9","2019-01-26 14:45:09.307809"
"786","24.6","64.9","2019-01-26 14:45:10.088906"
"787","24.6","64.8","2019-01-26 14:45:10.802940"
"788","24.7","64.9","2019-01-26 14:45:22.992638"
"789","24.6","64.8","2019-01-26 14:45:23.808823"
"790","24.7","64.8","2019-01-26 14:45:24.557738"
"791","24.6","64.8","2019-01-26 14:45:25.348820"
"792","24.6","64.7","2019-01-26 14:45:26.569816"
"793","24.6","64.8","2019-01-26 14:45:29.845185"
"794","24.7","64.8","2019-01-26 14:45:31.690883"
"795","24.6","64.7","2019-01-26 14:45:32.513167"
"796","24.6","64.8","2019-01-26 14:45:33.970307"
"797","24.6","64.7","2019-01-26 14:45:34.973748"
"798","24.7","64.8","2019-01-26 14:45:36.707639"
"799","24.6","64.7","2019-01-26 14:45:38.046844"
"800","24.6","64.8","2019-01-26 14:45:46.415926"
"801","24.7","64.9","2019-01-26 14:45:50.822272"
"802","24.6","64.8","2019-01-26 14:45:52.182397"
"803","24.7","64.8","2019-01-26 14:45:53.623566"
"804","24.6","64.8","2019-01-26 14:45:54.425570"
"805","24.7","64.8","2019-01-26 14:46:00.921803"
"806","24.6","64.7","2019-01-26 14:46:01.800314"
"807","24.7","64.8","2019-01-26 14:46:05.012252"
"808","24.6","64.6","2019-01-26 14:46:08.774778"
"809","24.7","64.8","2019-01-26 14:46:09.672620"
"810","24.6","64.7","2019-01-26 14:46:13.411475"
"811","24.7","64.8","2019-01-26 14:46:16.196604"
"812","24.7","64.7","2019-01-26 14:46:19.516708"
"813","24.7","64.8","2019-01-26 14:46:20.204062"
"814","24.6","64.7","2019-01-26 14:46:20.960065"
